location,date,humidity
27,2020-04-02,99.9
27,2020-04-03,99.9
27,2020-04-05,67.7
27,2020-04-06,70.9
27,2020-04-08,99.9
27,2020-04-09,99.9
27,2020-04-11,99.9
27,2020-04-12,99.9
27,2020-04-13,99.9
27,2020-04-14,99.9
27,2020-04-15,99.9
27,2020-04-16,99.9
27,2020-04-17,99.9
27,2020-04-18,99.9
27,2020-04-19,99.9
27,2020-04-20,99.9
27,2020-04-21,99.9
27,2020-04-22,99.9
27,2020-04-23,99.9
27,2020-04-24,99.9
27,2020-04-25,99.9
27,2020-04-26,99.9
27,2020-04-27,99.9
27,2020-04-28,99.9
27,2020-04-29,99.9
27,2020-04-30,99.9
35,2020-04-01,99.7
35,2020-04-02,96.4
35,2020-04-03,97.5
35,2020-04-04,96.6
35,2020-04-05,97.6
35,2020-04-06,98.9
35,2020-04-07,97.3
35,2020-04-08,98.6
35,2020-04-09,96.4
35,2020-04-10,96.3
35,2020-04-11,92.3
35,2020-04-12,95.3
35,2020-04-14,94.8
35,2020-04-15,97.9
35,2020-04-16,97.2
35,2020-04-17,99.6
35,2020-04-18,99.2
35,2020-04-19,99.9
35,2020-04-20,98.7
35,2020-04-21,98.5
35,2020-04-22,99.9
35,2020-04-23,99.9
35,2020-04-24,99.9
35,2020-04-25,99.9
35,2020-04-26,99.9
35,2020-04-27,99.9
35,2020-04-28,99.9
35,2020-04-29,99.9
35,2020-04-30,99.9
37,2020-04-01,56.19964599609375
37,2020-04-02,54.19921875
37,2020-04-03,55.5999755859375
37,2020-04-04,55.29937744140625
37,2020-04-05,55.19866943359375
37,2020-04-06,55.8990478515625
37,2020-04-07,57.1990966796875
37,2020-04-08,56.89849853515625
37,2020-04-09,55.499267578125
37,2020-04-10,51.79901123046875
37,2020-04-11,48.79913330078125
37,2020-04-12,52.099609375
37,2020-04-13,55.0994873046875
37,2020-04-14,50.19989013671875
37,2020-04-15,48.29864501953125
37,2020-04-16,49.0997314453125
37,2020-04-17,53.09906005859375
37,2020-04-18,53.69873046875
37,2020-04-19,51.59912109375
37,2020-04-20,53.59954833984375
37,2020-04-21,55.69915771484375
37,2020-04-22,57.598876953125
37,2020-04-23,56.59942626953125
37,2020-04-24,55.5999755859375
37,2020-04-25,56.49871826171875
37,2020-04-26,56.298828125
37,2020-04-27,55.5999755859375
37,2020-04-28,54.998779296875
37,2020-04-29,53.89862060546875
37,2020-04-30,53.59954833984375
59,2020-04-18,99.9
59,2020-04-19,99.9
59,2020-04-20,99.9
59,2020-04-21,99.9
59,2020-04-22,99.9
59,2020-04-23,99.9
67,2020-04-01,99.9
67,2020-04-02,98.8
67,2020-04-03,99.9
67,2020-04-04,99.9
67,2020-04-05,98.7
67,2020-04-06,99.9
67,2020-04-07,99.9
67,2020-04-08,99.9
67,2020-04-09,99.9
67,2020-04-10,97.3
67,2020-04-11,98.1
67,2020-04-12,96.3
67,2020-04-13,99.9
67,2020-04-14,99.9
67,2020-04-15,99.9
67,2020-04-16,99.9
67,2020-04-17,97.7
67,2020-04-18,99.9
67,2020-04-19,99.9
67,2020-04-20,99.9
67,2020-04-21,99.9
67,2020-04-22,99.9
67,2020-04-23,99.9
67,2020-04-24,99.9
67,2020-04-25,99.9
67,2020-04-26,99.9
67,2020-04-27,99.0
67,2020-04-28,99.9
67,2020-04-29,99.9
67,2020-04-30,99.2
70,2020-04-01,96.3
70,2020-04-02,95.0
70,2020-04-03,95.2
70,2020-04-04,93.8
70,2020-04-05,92.8
70,2020-04-06,92.7
70,2020-04-07,99.9
70,2020-04-08,97.7
70,2020-04-09,93.6
70,2020-04-10,93.6
70,2020-04-11,92.5
70,2020-04-12,94.8
70,2020-04-13,95.9
70,2020-04-14,96.2
70,2020-04-15,96.3
70,2020-04-16,95.4
70,2020-04-17,97.4
70,2020-04-18,99.1
70,2020-04-19,97.9
70,2020-04-20,99.9
70,2020-04-21,99.9
70,2020-04-22,99.9
70,2020-04-23,99.9
70,2020-04-24,99.9
70,2020-04-25,99.9
70,2020-04-26,99.9
70,2020-04-27,99.9
70,2020-04-28,99.9
70,2020-04-29,99.9
70,2020-04-30,99.9
72,2020-04-01,99.9
72,2020-04-02,99.9
72,2020-04-03,99.9
72,2020-04-04,99.9
72,2020-04-05,99.9
72,2020-04-06,99.9
72,2020-04-07,99.9
72,2020-04-08,99.9
72,2020-04-09,99.9
72,2020-04-10,99.9
72,2020-04-11,99.9
72,2020-04-12,99.9
72,2020-04-13,99.9
72,2020-04-14,99.9
72,2020-04-15,99.9
72,2020-04-16,99.9
72,2020-04-17,99.9
72,2020-04-18,99.9
72,2020-04-19,99.9
72,2020-04-20,99.9
72,2020-04-21,99.9
72,2020-04-22,99.9
72,2020-04-23,99.9
72,2020-04-24,99.9
72,2020-04-25,99.9
72,2020-04-26,99.9
72,2020-04-27,99.9
72,2020-04-28,99.9
72,2020-04-29,99.9
72,2020-04-30,99.9
74,2020-04-01,75.6
74,2020-04-02,69.4
74,2020-04-03,70.3
74,2020-04-04,68.1
74,2020-04-05,68.0
74,2020-04-06,70.6
74,2020-04-09,65.4
74,2020-04-10,67.2
74,2020-04-11,65.4
74,2020-04-12,62.5
74,2020-04-13,65.9
74,2020-04-14,65.5
74,2020-04-15,65.4
74,2020-04-16,65.9
74,2020-04-17,70.4
74,2020-04-18,72.6
74,2020-04-19,68.8
74,2020-04-20,70.7
74,2020-04-21,70.1
74,2020-04-22,70.9
74,2020-04-23,71.0
74,2020-04-24,70.1
74,2020-04-25,71.0
74,2020-04-26,72.0
74,2020-04-27,72.9
74,2020-04-28,70.6
74,2020-04-29,69.2
74,2020-04-30,70.0
18,2021-04-16,80.9
18,2021-04-17,83.6
18,2021-04-18,80.7
18,2021-04-19,80.4
18,2021-04-20,83.2
18,2021-04-28,67.1
27,2021-04-20,99.9
27,2021-04-28,99.9
33,2021-04-01,95.9
33,2021-04-02,95.9
33,2021-04-03,91.1
33,2021-04-04,94.5
33,2021-04-05,97.6
33,2021-04-06,97.7
33,2021-04-07,98.1
33,2021-04-08,98.8
33,2021-04-09,97.9
33,2021-04-10,97.9
33,2021-04-11,97.7
33,2021-04-12,97.7
33,2021-04-13,96.6
33,2021-04-14,96.1
33,2021-04-15,97.4
33,2021-04-16,98.1
33,2021-04-17,96.4
33,2021-04-18,96.5
33,2021-04-19,97.4
33,2021-04-20,98.3
33,2021-04-21,98.6
33,2021-04-22,99.3
33,2021-04-23,99.9
33,2021-04-24,99.9
33,2021-04-25,99.9
33,2021-04-26,99.2
33,2021-04-27,98.1
33,2021-04-28,99.1
33,2021-04-29,98.1
33,2021-04-30,96.7
35,2021-04-28,74.8
35,2021-04-29,68.7
37,2021-04-29,55.6
40,2021-04-20,94.8
67,2021-04-16,70.6
67,2021-04-17,73.0
67,2021-04-18,70.9
67,2021-04-19,71.7
67,2021-04-20,73.8
67,2021-04-28,49.2
71,2021-04-29,72.8
77,2021-04-01,99.9
77,2021-04-02,99.9
77,2021-04-03,99.9
77,2021-04-04,99.9
77,2021-04-06,99.9
77,2021-04-07,99.9
77,2021-04-08,99.9
77,2021-04-09,99.9
77,2021-04-10,99.9
77,2021-04-12,99.9
77,2021-04-13,99.9
77,2021-04-14,99.9
77,2021-04-15,99.9
77,2021-04-23,99.9
77,2021-04-24,99.9
77,2021-04-25,99.9
78,2021-04-16,93.3
78,2021-04-17,93.3
78,2021-04-18,88.2
78,2021-04-19,85.9
78,2021-04-20,75.4
3505,2021-04-01,99.9
3505,2021-04-02,91.9
3505,2021-04-03,89.8
3505,2021-04-04,88.5
3505,2021-04-05,94.0
3505,2021-04-06,95.7
3505,2021-04-07,95.5
3505,2021-04-08,94.6
3505,2021-04-09,95.9
3505,2021-04-10,96.0
3505,2021-04-11,92.5
3505,2021-04-12,93.6
3505,2021-04-13,90.6
3505,2021-04-14,91.1
3505,2021-04-15,92.6
3505,2021-04-16,85.9
3505,2021-04-17,91.0
3505,2021-04-18,92.1
3505,2021-04-19,92.4
3505,2021-04-20,92.6
3505,2021-04-21,97.1
3505,2021-04-22,97.2
3505,2021-04-23,97.6
3505,2021-04-24,98.2
3505,2021-04-25,99.0
3505,2021-04-26,97.6
3505,2021-04-27,95.7
3505,2021-04-28,95.3
3505,2021-04-29,95.1
3505,2021-04-30,96.0
3522,2021-04-28,99.9
3522,2021-04-29,99.9
3522,2021-04-30,99.9
18,2022-04-01,95.1
18,2022-04-21,99.9
18,2022-04-22,99.9
18,2022-04-23,99.9
18,2022-04-24,99.9
18,2022-04-25,99.9
18,2022-04-26,99.9
18,2022-04-27,99.9
18,2022-04-28,95.6
18,2022-04-29,95.7
18,2022-04-30,99.8
33,2022-04-01,99.9
33,2022-04-02,99.9
33,2022-04-03,99.9
33,2022-04-04,99.3
35,2022-04-01,99.9
35,2022-04-02,99.9
35,2022-04-03,99.9
35,2022-04-04,99.9
35,2022-04-05,99.9
35,2022-04-06,99.9
35,2022-04-07,99.9
35,2022-04-08,99.9
35,2022-04-09,99.9
35,2022-04-10,99.9
35,2022-04-11,99.9
35,2022-04-12,99.9
35,2022-04-13,99.9
35,2022-04-14,99.9
35,2022-04-15,99.9
35,2022-04-16,99.9
35,2022-04-17,99.9
35,2022-04-18,99.9
35,2022-04-19,99.9
35,2022-04-20,99.9
35,2022-04-21,99.9
35,2022-04-22,99.9
35,2022-04-23,99.9
35,2022-04-24,99.9
35,2022-04-25,99.9
35,2022-04-26,99.9
35,2022-04-27,99.9
35,2022-04-28,99.9
35,2022-04-29,99.9
35,2022-04-30,99.9
37,2022-04-01,64.0
37,2022-04-02,65.0
37,2022-04-03,62.0
37,2022-04-04,62.0
37,2022-04-05,59.0
37,2022-04-06,63.0
37,2022-04-07,60.0
37,2022-04-08,62.0
37,2022-04-09,57.0
37,2022-04-10,59.0
37,2022-04-21,69.0
37,2022-04-22,71.0
37,2022-04-23,69.0
37,2022-04-24,72.0
37,2022-04-25,69.0
37,2022-04-26,68.0
37,2022-04-27,67.0
37,2022-04-28,70.0
37,2022-04-29,70.0
37,2022-04-30,68.0
7,2023-04-01,65.0
7,2023-04-02,61.0
7,2023-04-03,62.0
7,2023-04-04,65535.0
7,2023-04-05,91.0
7,2023-04-06,90.0
7,2023-04-07,84.0
7,2023-04-08,65.0
7,2023-04-09,67.0
7,2023-04-10,79.0
7,2023-04-11,88.0
7,2023-04-12,65.0
7,2023-04-13,67.0
7,2023-04-14,68.0
7,2023-04-15,70.0
7,2023-04-16,68.0
7,2023-04-17,74.0
7,2023-04-18,77.0
7,2023-04-19,63.0
7,2023-04-20,79.0
7,2023-04-21,82.0
7,2023-04-22,85.0
7,2023-04-23,66.0
7,2023-04-24,66.0
7,2023-04-25,67.0
7,2023-04-26,76.0
7,2023-04-27,65.0
7,2023-04-28,69.0
7,2023-04-29,71.0
7,2023-04-30,71.0
33,2023-04-01,99.9
33,2023-04-02,99.9
33,2023-04-03,99.9
33,2023-04-04,99.9
33,2023-04-05,99.9
33,2023-04-06,99.9
33,2023-04-07,99.9
33,2023-04-08,99.9
33,2023-04-09,99.9
33,2023-04-10,99.9
33,2023-04-11,99.9
33,2023-04-12,99.9
33,2023-04-13,99.9
33,2023-04-14,99.9
33,2023-04-15,99.9
33,2023-04-16,99.9
33,2023-04-17,99.9
33,2023-04-18,99.9
33,2023-04-29,99.9
33,2023-04-30,99.9
3573,2023-04-01,99.9
3573,2023-04-02,99.9
3573,2023-04-03,99.9
3573,2023-04-04,99.9
3573,2023-04-05,99.9
3573,2023-04-06,99.9
3573,2023-04-07,99.9
3573,2023-04-08,99.9
3573,2023-04-09,99.9
3573,2023-04-10,99.9
3573,2023-04-11,99.9
3573,2023-04-12,99.9
3573,2023-04-13,99.9
3573,2023-04-14,99.9
3573,2023-04-15,99.9
3573,2023-04-16,99.9
3573,2023-04-17,99.9
3573,2023-04-18,99.9
3573,2023-04-19,99.9
3573,2023-04-20,99.9
3573,2023-04-22,99.9
3573,2023-04-23,99.9
3573,2023-04-24,99.9
3573,2023-04-25,99.9
3573,2023-04-26,99.9
3573,2023-04-27,99.9
3573,2023-04-28,99.9
3573,2023-04-29,99.9
3573,2023-04-30,99.9
3576,2023-04-01,79.6
3576,2023-04-02,62.9
3576,2023-04-03,81.5
3576,2023-04-04,76.1
3576,2023-04-05,82.8
3576,2023-04-06,84.8
3576,2023-04-07,87.6
3576,2023-04-08,91.7
3576,2023-04-09,87.2
3576,2023-04-10,85.7
3576,2023-04-11,91.2
3576,2023-04-12,91.5
3576,2023-04-13,91.8
3576,2023-04-14,94.8
3576,2023-04-15,93.7
3576,2023-04-16,94.0
3576,2023-04-17,93.8
3576,2023-04-18,93.5
3576,2023-04-19,92.0
3576,2023-04-20,92.2
3576,2023-04-21,91.4
3576,2023-04-22,99.9
3576,2023-04-23,94.0
3576,2023-04-24,98.4
3576,2023-04-25,99.9
3576,2023-04-26,98.4
3576,2023-04-27,96.0
3576,2023-04-28,99.7
3576,2023-04-29,96.4
3576,2023-04-30,99.9
3579,2023-04-26,99.9
3596,2023-04-02,96.3
3596,2023-04-03,99.9
3596,2023-04-04,90.4
3596,2023-04-05,94.1
3596,2023-04-08,99.9
3596,2023-04-09,99.9
3596,2023-04-11,99.9
3596,2023-04-12,99.9
3596,2023-04-13,98.7
3596,2023-04-15,99.9
3596,2023-04-16,99.9
3596,2023-04-17,99.7
3596,2023-04-18,99.9
3596,2023-04-19,99.9
3596,2023-04-20,99.9
3596,2023-04-22,99.9
3596,2023-04-23,97.5
3596,2023-04-24,95.0
3596,2023-04-25,99.9
3596,2023-04-26,99.9
3596,2023-04-27,92.3
3596,2023-04-28,99.9
3596,2023-04-30,99.9
18,2021-08-01,73.8
18,2021-08-02,74.8
18,2021-08-03,74.8
18,2021-08-04,74.6
18,2021-08-05,77.5
18,2021-08-06,89.6
18,2021-08-07,77.5
18,2021-08-08,82.3
18,2021-08-09,86.5
18,2021-08-10,88.1
18,2021-08-11,86.1
18,2021-08-12,96.2
18,2021-08-13,87.0
18,2021-08-14,84.6
18,2021-08-15,85.6
18,2021-08-16,87.9
18,2021-08-17,87.9
18,2021-08-18,85.8
18,2021-08-19,83.8
18,2021-08-20,80.5
18,2021-08-21,78.2
18,2021-08-22,81.5
18,2021-08-23,81.2
18,2021-08-24,73.6
18,2021-08-25,72.9
18,2021-08-26,86.9
18,2021-08-27,55.4
18,2021-08-28,58.2
18,2021-08-29,59.0
18,2021-08-30,73.3
18,2021-08-31,76.0
33,2021-08-06,93.1
33,2021-08-07,94.2
33,2021-08-08,93.1
33,2021-08-09,95.2
33,2021-08-10,97.9
33,2021-08-11,99.0
33,2021-08-12,97.6
33,2021-08-13,97.9
33,2021-08-14,97.9
33,2021-08-15,97.2
33,2021-08-16,96.3
33,2021-08-17,97.4
33,2021-08-18,97.9
33,2021-08-19,96.4
33,2021-08-20,96.1
33,2021-08-21,95.7
33,2021-08-22,97.2
33,2021-08-23,97.7
33,2021-08-24,96.1
33,2021-08-25,92.0
33,2021-08-26,90.9
33,2021-08-27,79.8
33,2021-08-28,83.9
33,2021-08-29,77.5
33,2021-08-30,90.9
33,2021-08-31,92.1
35,2021-08-01,95.3
35,2021-08-02,97.3
35,2021-08-03,95.2
35,2021-08-04,91.7
35,2021-08-05,96.3
35,2021-08-06,93.3
35,2021-08-07,96.5
35,2021-08-08,99.9
35,2021-08-09,99.9
35,2021-08-10,99.9
35,2021-08-11,99.9
35,2021-08-12,99.9
35,2021-08-13,99.9
35,2021-08-14,99.9
35,2021-08-15,99.9
35,2021-08-16,99.9
35,2021-08-17,99.9
35,2021-08-18,99.9
35,2021-08-19,99.9
35,2021-08-20,99.9
35,2021-08-21,99.9
35,2021-08-22,99.9
35,2021-08-23,99.9
35,2021-08-24,99.9
35,2021-08-25,99.9
35,2021-08-26,99.9
35,2021-08-27,99.8
35,2021-08-28,98.8
35,2021-08-29,97.8
35,2021-08-30,99.9
35,2021-08-31,99.9
37,2021-08-01,67.0
37,2021-08-02,66.0
37,2021-08-03,66.0
37,2021-08-04,70.0
37,2021-08-05,74.0
37,2021-08-06,70.0
37,2021-08-07,72.0
37,2021-08-08,73.0
37,2021-08-09,82.0
37,2021-08-10,75.0
37,2021-08-11,86.0
37,2021-08-12,83.0
37,2021-08-13,78.0
37,2021-08-14,77.0
37,2021-08-15,77.0
37,2021-08-16,79.0
37,2021-08-17,77.0
37,2021-08-18,75.0
37,2021-08-19,74.0
37,2021-08-20,74.0
37,2021-08-21,74.0
37,2021-08-22,71.0
37,2021-08-23,68.0
37,2021-08-24,62.0
37,2021-08-25,63.0
37,2021-08-26,62.0
37,2021-08-27,57.0
37,2021-08-28,54.0
37,2021-08-29,51.0
37,2021-08-30,71.0
37,2021-08-31,66.0
46,2021-08-01,73.3
46,2021-08-02,80.7
46,2021-08-03,79.3
46,2021-08-04,74.0
46,2021-08-05,87.5
46,2021-08-06,77.8
46,2021-08-07,79.6
46,2021-08-08,77.3
46,2021-08-09,84.5
46,2021-08-10,81.9
46,2021-08-11,93.4
46,2021-08-12,89.7
46,2021-08-13,79.7
46,2021-08-14,78.4
46,2021-08-15,80.1
46,2021-08-16,91.3
46,2021-08-17,82.4
46,2021-08-18,80.9
46,2021-08-19,96.2
46,2021-08-20,83.5
46,2021-08-21,94.7
46,2021-08-22,82.5
46,2021-08-23,83.3
46,2021-08-24,78.2
46,2021-08-25,72.1
46,2021-08-26,73.7
46,2021-08-27,61.9
46,2021-08-28,62.9
46,2021-08-29,62.2
46,2021-08-30,71.1
46,2021-08-31,77.7
67,2021-08-01,69.2
67,2021-08-02,70.0
67,2021-08-03,61.2
67,2021-08-04,62.3
67,2021-08-05,63.3
67,2021-08-06,62.3
67,2021-08-07,67.0
67,2021-08-08,65.6
67,2021-08-09,67.2
67,2021-08-10,67.8
67,2021-08-11,67.9
67,2021-08-12,69.4
67,2021-08-13,70.0
67,2021-08-14,72.2
67,2021-08-15,69.1
67,2021-08-16,70.9
67,2021-08-17,68.8
67,2021-08-18,67.4
67,2021-08-19,66.5
67,2021-08-20,67.3
67,2021-08-21,68.4
67,2021-08-22,68.0
67,2021-08-23,73.2
67,2021-08-24,55.4
67,2021-08-25,56.9
76,2021-08-05,98.5
76,2021-08-06,98.9
76,2021-08-07,97.2
76,2021-08-08,97.6
76,2021-08-09,95.8
76,2021-08-10,99.9
76,2021-08-12,99.9
76,2021-08-13,99.9
76,2021-08-14,99.9
76,2021-08-15,99.9
76,2021-08-16,99.0
76,2021-08-17,99.9
76,2021-08-18,99.9
76,2021-08-19,99.9
76,2021-08-22,97.9
77,2021-08-02,99.9
77,2021-08-03,99.9
77,2021-08-04,99.9
77,2021-08-05,99.9
77,2021-08-06,99.9
77,2021-08-07,99.9
77,2021-08-08,99.9
77,2021-08-09,99.9
77,2021-08-10,99.9
77,2021-08-11,99.9
77,2021-08-12,99.9
77,2021-08-13,99.9
77,2021-08-14,99.9
77,2021-08-15,99.9
77,2021-08-16,99.9
77,2021-08-17,99.9
77,2021-08-18,99.9
77,2021-08-19,99.9
77,2021-08-20,99.9
77,2021-08-21,99.9
77,2021-08-22,99.9
3505,2021-08-01,99.9
3505,2021-08-02,99.9
3505,2021-08-03,99.9
3505,2021-08-04,99.9
3505,2021-08-05,99.9
3505,2021-08-06,99.9
3505,2021-08-07,99.9
3505,2021-08-08,99.9
3505,2021-08-09,99.9
3505,2021-08-10,99.9
3505,2021-08-11,99.9
3505,2021-08-12,99.9
3505,2021-08-13,99.9
3505,2021-08-14,99.9
3505,2021-08-15,99.9
3505,2021-08-16,99.9
3505,2021-08-17,99.9
3505,2021-08-18,99.9
3505,2021-08-19,99.9
3505,2021-08-20,99.9
3505,2021-08-21,99.9
3505,2021-08-22,99.9
3505,2021-08-23,99.9
3505,2021-08-24,99.9
3505,2021-08-25,99.9
3505,2021-08-26,99.9
3505,2021-08-27,99.9
3505,2021-08-28,99.9
3505,2021-08-29,99.9
3505,2021-08-30,99.9
3505,2021-08-31,99.9
3522,2021-08-01,99.9
3522,2021-08-02,99.9
3522,2021-08-03,99.9
3522,2021-08-06,99.9
3522,2021-08-07,99.9
3522,2021-08-08,99.9
3522,2021-08-09,99.9
3522,2021-08-10,99.9
3522,2021-08-11,99.9
3522,2021-08-12,99.9
3522,2021-08-13,99.9
3522,2021-08-14,99.9
3522,2021-08-15,99.9
3522,2021-08-16,99.9
18,2022-08-01,99.9
18,2022-08-02,96.4
18,2022-08-03,99.9
18,2022-08-04,99.9
18,2022-08-05,99.8
18,2022-08-06,86.2
18,2022-08-07,87.6
18,2022-08-08,88.9
18,2022-08-09,88.7
18,2022-08-10,91.4
18,2022-08-11,99.7
18,2022-08-12,97.3
18,2022-08-13,95.2
18,2022-08-14,95.0
18,2022-08-15,98.0
18,2022-08-16,93.5
18,2022-08-17,86.9
18,2022-08-18,87.9
18,2022-08-19,98.9
18,2022-08-20,95.2
18,2022-08-21,94.2
18,2022-08-22,85.1
18,2022-08-23,78.1
18,2022-08-24,86.9
18,2022-08-25,93.3
18,2022-08-26,95.1
18,2022-08-27,95.3
18,2022-08-28,99.9
18,2022-08-29,99.9
18,2022-08-30,97.0
18,2022-08-31,71.9
35,2022-08-01,99.9
35,2022-08-02,99.9
35,2022-08-03,99.9
35,2022-08-04,99.9
35,2022-08-05,99.9
35,2022-08-06,99.9
35,2022-08-07,99.9
35,2022-08-08,99.9
35,2022-08-09,99.9
35,2022-08-10,99.9
35,2022-08-11,99.9
35,2022-08-12,99.9
35,2022-08-13,99.9
35,2022-08-14,99.9
35,2022-08-15,99.9
35,2022-08-16,99.9
35,2022-08-17,99.9
35,2022-08-18,99.9
35,2022-08-19,99.9
35,2022-08-20,99.9
35,2022-08-21,99.9
35,2022-08-22,99.9
35,2022-08-23,99.9
35,2022-08-24,99.9
35,2022-08-25,99.9
35,2022-08-26,99.9
35,2022-08-27,99.9
35,2022-08-28,99.9
35,2022-08-29,99.9
35,2022-08-30,99.9
35,2022-08-31,99.9
37,2022-08-01,94.7
37,2022-08-02,99.9
67,2022-08-01,77.5
67,2022-08-03,81.0
76,2022-08-01,99.9
76,2022-08-02,99.9
76,2022-08-03,99.9
76,2022-08-04,99.9
76,2022-08-05,99.9
76,2022-08-06,99.9
76,2022-08-07,99.9
76,2022-08-08,99.9
76,2022-08-09,99.9
76,2022-08-10,99.9
76,2022-08-11,99.9
76,2022-08-12,99.9
76,2022-08-13,99.9
76,2022-08-14,99.9
76,2022-08-15,99.9
76,2022-08-16,99.9
76,2022-08-17,99.9
76,2022-08-18,99.9
76,2022-08-19,99.6
76,2022-08-21,41.3
76,2022-08-27,99.9
76,2022-08-28,99.9
76,2022-08-29,99.9
76,2022-08-30,99.9
76,2022-08-31,99.9
78,2022-08-01,81.9
78,2022-08-02,82.0
78,2022-08-03,75.7
78,2022-08-04,81.7
78,2022-08-05,77.1
78,2022-08-06,70.9
78,2022-08-07,71.5
78,2022-08-08,73.7
78,2022-08-09,67.1
78,2022-08-10,69.2
78,2022-08-11,74.8
78,2022-08-12,72.7
78,2022-08-13,77.4
78,2022-08-14,74.6
78,2022-08-15,77.3
78,2022-08-16,74.0
78,2022-08-17,73.5
78,2022-08-18,68.0
78,2022-08-19,62.0
78,2022-08-20,58.4
78,2022-08-21,59.8
78,2022-08-22,90.9
78,2022-08-23,92.6
78,2022-08-24,65.6
3573,2022-08-01,99.9
3573,2022-08-02,99.9
3573,2022-08-03,98.6
3573,2022-08-04,99.9
3573,2022-08-05,99.9
3573,2022-08-06,99.7
3573,2022-08-07,99.9
3573,2022-08-08,96.7
3573,2022-08-09,95.9
3573,2022-08-10,94.5
3573,2022-08-11,99.9
3573,2022-08-12,99.9
3573,2022-08-13,99.9
3573,2022-08-14,99.9
3573,2022-08-15,99.9
3573,2022-08-16,97.1
3573,2022-08-17,99.9
3573,2022-08-18,99.9
3573,2022-08-19,88.8
3573,2022-08-20,95.5
3573,2022-08-21,91.0
3573,2022-08-22,90.9
3573,2022-08-23,90.8
3573,2022-08-24,80.9
3573,2022-08-25,95.6
3573,2022-08-26,97.4
3573,2022-08-28,71.9
3573,2022-08-29,92.5
3573,2022-08-30,98.2
3573,2022-08-31,84.4
3576,2022-08-03,76.4
3576,2022-08-04,85.1
3576,2022-08-05,76.8
3576,2022-08-06,70.6
3576,2022-08-07,77.5
3576,2022-08-08,72.1
3576,2022-08-09,69.0
3576,2022-08-10,71.8
3576,2022-08-11,77.3
3576,2022-08-12,66.1
3576,2022-08-13,72.4
3576,2022-08-14,73.8
3576,2022-08-15,75.0
3576,2022-08-16,74.5
3576,2022-08-17,71.0
3576,2022-08-18,63.8
3576,2022-08-19,74.7
3576,2022-08-20,57.4
3576,2022-08-21,56.8
3576,2022-08-22,80.6
3576,2022-08-23,63.1
3576,2022-08-24,76.4
3576,2022-08-25,57.1
3576,2022-08-26,68.3
3576,2022-08-27,73.0
3576,2022-08-28,69.6
3576,2022-08-29,69.5
3576,2022-08-30,65.5
3576,2022-08-31,59.6
7,2023-08-01,62.0
7,2023-08-02,64.0
7,2023-08-03,65535.0
7,2023-08-04,65535.0
7,2023-08-05,86.0
7,2023-08-06,90.0
7,2023-08-07,64.0
7,2023-08-08,68.0
7,2023-08-09,68.0
7,2023-08-10,73.0
7,2023-08-11,82.0
7,2023-08-12,65535.0
7,2023-08-13,93.0
7,2023-08-14,78.0
7,2023-08-15,62.0
7,2023-08-16,63.0
7,2023-08-17,61.0
7,2023-08-18,60.0
7,2023-08-19,59.0
7,2023-08-20,55.0
7,2023-08-21,56.0
7,2023-08-22,61.0
7,2023-08-23,58.0
7,2023-08-24,58.0
33,2023-08-01,99.9
33,2023-08-02,99.9
33,2023-08-03,99.9
33,2023-08-04,99.9
33,2023-08-05,99.8
33,2023-08-06,99.9
33,2023-08-07,98.0
33,2023-08-08,98.3
33,2023-08-09,99.9
33,2023-08-10,99.9
33,2023-08-11,97.9
33,2023-08-12,99.9
33,2023-08-13,99.9
33,2023-08-14,99.9
33,2023-08-15,99.9
33,2023-08-16,99.8
33,2023-08-17,99.7
33,2023-08-18,99.9
33,2023-08-19,99.8
33,2023-08-20,96.8
33,2023-08-21,95.0
33,2023-08-22,99.9
33,2023-08-23,98.2
33,2023-08-24,99.2
33,2023-08-25,96.9
33,2023-08-26,95.2
33,2023-08-27,98.9
35,2023-08-01,78.5
35,2023-08-02,79.5
35,2023-08-03,78.5
35,2023-08-04,78.3
35,2023-08-05,73.6
35,2023-08-06,77.1
35,2023-08-07,71.2
35,2023-08-08,66.6
35,2023-08-09,75.9
35,2023-08-10,78.7
35,2023-08-11,70.4
35,2023-08-12,72.0
35,2023-08-13,75.5
35,2023-08-14,72.5
35,2023-08-15,72.5
35,2023-08-16,70.7
35,2023-08-17,70.7
35,2023-08-18,72.0
35,2023-08-19,70.9
35,2023-08-20,68.0
35,2023-08-21,68.0
35,2023-08-22,74.4
35,2023-08-23,70.9
35,2023-08-24,70.6
35,2023-08-26,66.9
35,2023-08-27,69.5
35,2023-08-28,71.4
35,2023-08-29,70.2
35,2023-08-30,72.6
35,2023-08-31,77.9
76,2023-08-04,86.1
76,2023-08-05,88.8
76,2023-08-06,89.6
76,2023-08-07,82.4
76,2023-08-08,79.8
76,2023-08-09,87.1
76,2023-08-10,95.1
76,2023-08-11,83.5
76,2023-08-12,80.2
76,2023-08-13,86.1
76,2023-08-14,83.9
76,2023-08-15,85.7
76,2023-08-16,81.0
76,2023-08-17,86.0
76,2023-08-18,79.1
76,2023-08-19,83.3
76,2023-08-20,80.5
76,2023-08-21,77.5
76,2023-08-22,88.8
76,2023-08-23,83.4
76,2023-08-24,82.7
76,2023-08-25,80.5
76,2023-08-26,80.1
76,2023-08-27,81.4
76,2023-08-28,76.8
76,2023-08-29,76.3
76,2023-08-30,80.2
76,2023-08-31,93.1
3573,2023-08-01,99.9
